사업장명,DONG_CD,MCT_CAT_CD,x,y
블링블링 노래연습장,창천동,유흥/오락,126.93777874342632,37.55587762511541
어메이징파크,창천동,유흥/오락,126.93947611743371,37.55602771602986
솜씨없는사람들,창천동,유흥/오락,126.93927000750062,37.556064269537444
어썸 코인노래연습장 신촌1호점,창천동,유흥/오락,126.93927000750062,37.556064269537444
뉴소리새노래연습장,창천동,유흥/오락,126.93909058503633,37.55606455998133
VRIGHT 신촌점,창천동,유흥/오락,126.93890100224371,37.5561201419387
독수리 PC,창천동,유흥/오락,126.93890100224371,37.5561201419387
오시리스 당구장,창천동,유흥/오락,126.93890100224371,37.5561201419387
아이비스 pc방 신촌점,창천동,유흥/오락,126.93890100224371,37.5561201419387
삼보넷타운 신촌점,창천동,유흥/오락,126.93763426898865,37.55614851858153
4U노래방,창천동,유흥/오락,126.93777101892464,37.5563202007119
아이브이알,창천동,유흥/오락,126.93871833497916,37.55648387307145
씽씽노래연습장,창천동,유흥/오락,126.93567592131369,37.55606507394084
독수리,창천동,유흥/오락,126.93589543020579,37.55607049040659
K ZONE 노래연습장,창천동,유흥/오락,126.93550510554564,37.556260726710256
와드코인노래연습장,창천동,유흥/오락,126.93576189151838,37.55626743893053
보보스 PC존,창천동,유흥/오락,126.93576189151838,37.55626743893053
티온 PC방 서문점,창천동,유흥/오락,126.9320389661613,37.56231693958693
제우스 PC방,창천동,유흥/오락,126.93635841298321,37.55552805322025
독거미 포켓클럽,창천동,유흥/오락,126.9368765630977,37.55562661654534
칼라비디오극장,창천동,유흥/오락,126.9362943434885,37.555640100666515
이글스 PC,창천동,유흥/오락,126.9362943434885,37.555640100666515
리코스타 코인노래연습장 연대점,창천동,유흥/오락,126.93584002498851,37.555640584038
테크노노래방,창천동,유흥/오락,126.93540800757467,37.55564184680539
뱅크PC방,창천동,유흥/오락,126.93657758650644,37.555723658656326
팡팡투노래방,창천동,유흥/오락,126.93497486599969,37.55583029355329
또 VMG,창천동,유흥/오락,126.93589882199437,37.555954951864734
질러,창천동,유흥/오락,126.93534710751413,37.55596715672027
엑스노래연습장,창천동,유흥/오락,126.93514813173562,37.55601926681947
별방 노래연습장 신촌1호점,창천동,유흥/오락,126.93514813173562,37.55601926681947
상아탑당구장,창천동,유흥/오락,126.93514813173562,37.55601926681947
강산해,창천동,유흥/오락,126.93433967761273,37.55604547634502
독수리 당구클럽,창천동,유흥/오락,126.93659283388108,37.55604832667522
V PC방,창천동,유흥/오락,126.93659283388108,37.55604832667522
로하피씨방,창천동,유흥/오락,126.93659283388108,37.55604832667522
캠프VR신촌,창천동,유흥/오락,126.93659283388108,37.55604832667522
신촌 당구장,창천동,유흥/오락,126.93713069589981,37.555314326198165
아이센스 PC방,창천동,유흥/오락,126.93730787034221,37.55545070985664
락휴 코인 노래연습장 명물거리점,창천동,유흥/오락,126.9381280421798,37.555566576770104
와라 코인 노래연습장,창천동,유흥/오락,126.9374301329032,37.55565113479925
프리미엄 PC방,창천동,유흥/오락,126.93765278993854,37.55576562102458
가이아노래연습장,창천동,유흥/오락,126.93690477241279,37.55512512591895
아이존 팝,창천동,유흥/오락,126.93690477241279,37.55512512591895
가이아 당구장,창천동,유흥/오락,126.93690477241279,37.55512512591895
준PC존,창천동,유흥/오락,126.92729288866168,37.55897674111242
팡팡노래팡,창천동,유흥/오락,126.92670616136951,37.559030745730546
바바라,창천동,유흥/오락,126.9267139134008,37.559799844754096
the gallery,창천동,유흥/오락,126.92696887864962,37.56016236919395
키보드랑마우스랑,노고산동,유흥/오락,126.9424610899412,37.555767793792114
리코스타PC방,노고산동,유흥/오락,126.94254911912054,37.55606537282148
리코스타 코인노래연습장 이대점,노고산동,유흥/오락,126.94254911912054,37.55606537282148
판도라 PC방,노고산동,유흥/오락,126.94274616318825,37.55612796437272
특실,노고산동,유흥/오락,126.94275660696827,37.55625755411219
하늘당구장,노고산동,유흥/오락,126.93395990329458,37.556077372580575
야!저기노래연습장,노고산동,유흥/오락,126.93540837523497,37.55546665192277
SBS노래연습장,노고산동,유흥/오락,126.93541055828823,37.55555610202052
S당구클럽,노고산동,유흥/오락,126.93488650717013,37.55560481432774
오렌지노래연습장,노고산동,유흥/오락,126.93470049882944,37.55583481312216
전망대 당구장,노고산동,유흥/오락,126.93764894939001,37.55527950900114
바이오,노고산동,유흥/오락,126.93819262580791,37.555357886196454
불러불러 노래연습장,노고산동,유흥/오락,126.93576358234944,37.554794054458405
히든코인싱어 노래연습장,노고산동,유흥/오락,126.93697947023277,37.55481751219014
웰빙노래연습장,노고산동,유흥/오락,126.93570386765005,37.55495181042767
MC,노고산동,유흥/오락,126.93507983110392,37.554961809133424
짱이야노래연습장,노고산동,유흥/오락,126.93526430077426,37.55500352042204
럭셔리노래연습장,노고산동,유흥/오락,126.93494379246654,37.55500974216646
와라코인노래연습장,노고산동,유흥/오락,126.93540026951045,37.555047997411044
블루노래연습장,노고산동,유흥/오락,126.9356628493346,37.5550643101125
힐링 노래연습장,노고산동,유흥/오락,126.93674551397521,37.555069550079985
고래고래노래연습장,노고산동,유흥/오락,126.93674551397521,37.555069550079985
유한회사 지플렉스,노고산동,유흥/오락,126.9366766386373,37.55509660122882
웹존,노고산동,유흥/오락,126.93526510343797,37.55513870272469
원오원(One-O-One),노고산동,유흥/오락,126.93526510343797,37.55513870272469
파퓰러스,노고산동,유흥/오락,126.93476631636493,37.5551935202963
필 노래연습장,노고산동,유흥/오락,126.93539774433123,37.55522529467602
캔,노고산동,유흥/오락,126.93568349890793,37.555225976779035
락휴 코인노래연습장 신촌 연대점,노고산동,유흥/오락,126.93526806664715,37.55537618227925
폭스,노고산동,유흥/오락,126.94168809709552,37.554828760363925
타겟,노고산동,유흥/오락,126.94237657377758,37.554842001839276
킹 PC,노고산동,유흥/오락,126.94168038717103,37.55493708468136
힐던,노고산동,유흥/오락,126.94151963069622,37.55499402914078
더 스타 노래연습장,노고산동,유흥/오락,126.93733775301601,37.55501416170272
쎄쎄노래연습장,노고산동,유흥/오락,126.94277864026368,37.55502111268368
노랑병아리 동전노래연습장,노고산동,유흥/오락,126.94226661701298,37.555035706103794
올넷PC,노고산동,유흥/오락,126.94172776936391,37.555168529619664
스타렛노래연습장,노고산동,유흥/오락,126.93474564810295,37.55426168582793
골든벨,노고산동,유흥/오락,126.93661715040543,37.554309533979044
준코뮤직타운 연세대점,노고산동,유흥/오락,126.93661715040543,37.554309533979044
월드PC방,노고산동,유흥/오락,126.9363330599534,37.55435989431567
코코노래연습장,노고산동,유흥/오락,126.93539092474501,37.554401116049
피씨뱅크,노고산동,유흥/오락,126.93496036645477,37.55440966717076
코쿤노래연습장,노고산동,유흥/오락,126.93496036645477,37.55440966717076
힐탑노래연습장,노고산동,유흥/오락,126.9368630181435,37.55449493603265
인터라켄PC방,노고산동,유흥/오락,126.93660367956359,37.55451404439979
B.B,노고산동,유흥/오락,126.93660367956359,37.55451404439979
누리터 PC방,노고산동,유흥/오락,126.9367499322543,37.554588206155614
와라코인 노래연습장,노고산동,유흥/오락,126.93701680239603,37.55459809413929
팡팡노래방,노고산동,유흥/오락,126.93529797127391,37.554609559374725
큐당구장,노고산동,유흥/오락,126.93529797127391,37.554609559374725
하얀노래연습장,노고산동,유흥/오락,126.93506517427973,37.554611080461186
엠넷노래연습장,노고산동,유흥/오락,126.93470941260429,37.55462169618471
신촌빌리아드,노고산동,유흥/오락,126.9345797843193,37.55462191575779
몽키타운 PC,노고산동,유흥/오락,126.93635766875866,37.55474149882136
X(eks)노래연습장,노고산동,유흥/오락,126.93635766875866,37.55474149882136
싼타노래연습장,노고산동,유흥/오락,126.93536491125137,37.554749425323834
콜노래연습장,노고산동,유흥/오락,126.93536491125137,37.554749425323834
슈퍼당구장,노고산동,유흥/오락,126.93562843367462,37.5547518169532
리코스타 코인노래연습장 신촌점,노고산동,유흥/오락,126.93506383583859,37.55476317870256
불러불러노래연습장,노고산동,유흥/오락,126.9349544887217,37.5547659438429
코인노래연습장,노고산동,유흥/오락,126.9349544887217,37.5547659438429
라운딩,노고산동,유흥/오락,126.942612456747,37.55409360869256
펌프프라자,노고산동,유흥/오락,126.94295538725873,37.55412294611802
그린당구장,노고산동,유흥/오락,126.9424268813617,37.55416014349494
VIP당구장,노고산동,유흥/오락,126.9423234237517,37.554306559795656
아지트 PC방,노고산동,유흥/오락,126.9423234237517,37.554306559795656
빅토리 PC,노고산동,유흥/오락,126.94059674483643,37.55443002471636
넷클럽틱톡,노고산동,유흥/오락,126.94168984781793,37.554451826108064
뉴스타 게임랜드,노고산동,유흥/오락,126.94232098820143,37.554505102735604
단란주점,노고산동,유흥/오락,126.9414988197334,37.554526998439734
스페이스,노고산동,유흥/오락,126.94336963744121,37.554580972245795
보이스 신촌 노래연습장,노고산동,유흥/오락,126.9344582149576,37.553608460686775
라스베가스,노고산동,유흥/오락,126.9358632028448,37.553618586568525
엘비스,노고산동,유흥/오락,126.93432873575843,37.55364841563312
지프당구장,노고산동,유흥/오락,126.9356420717489,37.55365650181463
현대컴퓨터게임장,노고산동,유흥/오락,126.93633478232368,37.55368634624808
컬트 노래연습장,노고산동,유흥/오락,126.93422753878662,37.55372937031831
갤러리 PC방,노고산동,유흥/오락,126.93633121708089,37.55386455610098
희스토리노래연습장,노고산동,유흥/오락,126.93633121708089,37.55386455610098
Fun city,노고산동,유흥/오락,126.93633121708089,37.55386455610098
타니아,노고산동,유흥/오락,126.93633121708089,37.55386455610098
예원,노고산동,유흥/오락,126.9368862367212,37.55391246655831
현노래짱클럽,노고산동,유흥/오락,126.93682548249728,37.55400770691226
이원노래왕,노고산동,유흥/오락,126.93650087708505,37.55402278190727
비비킹,노고산동,유흥/오락,126.93694309753371,37.55409753509626
퍼시픽,노고산동,유흥/오락,126.93690633504912,37.55419976791119
클럽파레스,노고산동,유흥/오락,126.93690633504912,37.55419976791119
코비노래타운,노고산동,유흥/오락,126.93708119315562,37.554200492765574
코비타운,노고산동,유흥/오락,126.93708119315562,37.554200492765574
(주)화이팅브라보 수노래연습장 신촌점,노고산동,유흥/오락,126.93531055072803,37.55425996837696
창천독수리 PC방,노고산동,유흥/오락,126.93928086202678,37.55368572770459
아트피시방,노고산동,유흥/오락,126.93928086202678,37.55368572770459
보보스,노고산동,유흥/오락,126.93966860408362,37.553913114672724
PC WAVE,노고산동,유흥/오락,126.93639461984294,37.55309455220427
샤인궁,노고산동,유흥/오락,126.93645440625728,37.55324635584053
샤방샤방,노고산동,유흥/오락,126.9359041118767,37.55325016368688
신촌스타일,노고산동,유흥/오락,126.93435760220326,37.55337757294513
아폴로당구장,노고산동,유흥/오락,126.93633950064623,37.5533982642838
귀족,노고산동,유흥/오락,126.93422974642026,37.55342476726542
3층,노고산동,유흥/오락,126.93422974642026,37.55342476726542
노빈,노고산동,유흥/오락,126.93681473669422,37.55346640528675
슈퍼오락실,노고산동,유흥/오락,126.93585721222703,37.553493721129605
VRIZ PC cafe,노고산동,유흥/오락,126.93659717596309,37.55352762498698
산호노래연습장,노고산동,유흥/오락,126.93659717596309,37.55352762498698
샴푸노래클럽,노고산동,유흥/오락,126.93629958707247,37.553566042699536
이네이처 PC방,노고산동,유흥/오락,126.93781287853191,37.55328518725897
로즈,노고산동,유흥/오락,126.93721587117803,37.5533473264677
007당구장,노고산동,유흥/오락,126.94114129968789,37.553437223840284
노블당구장,노고산동,유흥/오락,126.93849213600878,37.553448750334404
킴스당구클럽,노고산동,유흥/오락,126.9345713286958,37.55257485714768
신촌현대게임랜드,노고산동,유흥/오락,126.934013393957,37.552810739652294
유레카 PC방,노고산동,유흥/오락,126.93544517712658,37.552869154666055
모카,노고산동,유흥/오락,126.93548604258176,37.55295129304197
허브 노래연습장,노고산동,유흥/오락,126.9364048667309,37.551599200519924
던힐투,노고산동,유흥/오락,126.93578528215168,37.55167776353209
던힐,노고산동,유흥/오락,126.93578528215168,37.55167776353209
신세계,노고산동,유흥/오락,126.93554205128925,37.55176751838916
GS빌리어드클럽,신수동,유흥/오락,126.93390175629821,37.55236960976088
묻지마노래방,신수동,유흥/오락,126.93390175629821,37.55236960976088
허리우드,신수동,유흥/오락,126.93390175629821,37.55236960976088
ING 노래연습장,신수동,유흥/오락,126.9335568749578,37.552494149523206
성공,신수동,유흥/오락,126.9335568749578,37.552494149523206
앵콜 노래연습장 2,신수동,유흥/오락,126.93386451267115,37.55261944426644
이브,신수동,유흥/오락,126.93386451267115,37.55261944426644
놀러와,신수동,유흥/오락,126.93314422223776,37.55269376601606
앰(M),신수동,유흥/오락,126.93323923817279,37.55286926104767
중앙,신수동,유흥/오락,126.93323923817279,37.55286926104767
백야당구장,신수동,유흥/오락,126.93352741615894,37.55296691376673
신바람 노래연습장,신수동,유흥/오락,126.93327938549362,37.551484522318525
솜사탕,신수동,유흥/오락,126.93578793252424,37.55150332818146
붕붕노래연습장,신수동,유흥/오락,126.93556599201217,37.55157717038063
아이오유(IOU),신수동,유흥/오락,126.9341456195613,37.5515945646963
시코당구장,신수동,유흥/오락,126.9344589788823,37.551612830162604
리오 게임장,신수동,유흥/오락,126.93462889239355,37.55171251770688
123,신수동,유흥/오락,126.93411522103257,37.55172959466834
이로운 셀프PC방 신촌본점,신수동,유흥/오락,126.93359174569453,37.55182800601271
우리노래방,신수동,유흥/오락,126.9333864835916,37.55189485951902
까페 7080,신수동,유흥/오락,126.93427264289622,37.5520388355971
파티,신수동,유흥/오락,126.93461458620561,37.552075288014514
서울클럽,신수동,유흥/오락,126.93461458620561,37.552075288014514
무지개 노래연습장,신수동,유흥/오락,126.93385909594747,37.55219288516595
신세계크럽,신수동,유흥/오락,126.93439703807546,37.5522232886531
친구 노래연습장,신수동,유흥/오락,126.93659617924914,37.55015208083654
친구노래연습장,신수동,유흥/오락,126.93659617924914,37.55015208083654
삼성당구장,신수동,유흥/오락,126.93669414943493,37.550200422351644
나우,신수동,유흥/오락,126.9352444816448,37.550309711442836
왕궁가요주점,신수동,유흥/오락,126.93411440833243,37.550759617088346
포커스,신수동,유흥/오락,126.9365421454712,37.55093897591171
신나는 노래연습장(노고산동),신수동,유흥/오락,126.93655098725681,37.551399872331515
3POP PC방,신수동,유흥/오락,126.93341985557022,37.5514350310165
탑카이져게임랜드,신수동,유흥/오락,126.93327938549362,37.551484522318525
마루 당구 클럽,신수동,유흥/오락,126.93820184602198,37.54416452566871
행복PC,신수동,유흥/오락,126.93820184602198,37.54416452566871
케이팝 서강 코인 노래연습장,신수동,유흥/오락,126.93903287765247,37.54583291438401
타키온게임갤러리,신수동,유흥/오락,126.93903287765247,37.54583291438401
공간PC,신수동,유흥/오락,126.93911663002388,37.54642706758877
토끼와거북이 PC CAFE,신수동,유흥/오락,126.93911663002388,37.54642706758877
솔,신수동,유흥/오락,126.93733666510921,37.5465123211075
서강단란주점,신수동,유흥/오락,126.93756650658916,37.55078910746111
팡팡 노래연습장,신수동,유흥/오락,126.93615505259245,37.54433145668018
컴앳,신수동,유흥/오락,126.93532285890868,37.54763238605555
해적선멀티게임장,신수동,유흥/오락,126.93672812635764,37.54835901453159
넥스트 PC 서강대점,신수동,유흥/오락,126.93636757671668,37.54862558663229
지코인 노래연습장,신수동,유흥/오락,126.93636757671668,37.54862558663229
피씨24시,신수동,유흥/오락,126.93653582926785,37.54882358794688
서강PC,신수동,유흥/오락,126.93627329943682,37.54929650441346
서강 당구동아리,신수동,유흥/오락,126.93692463642164,37.54932720595126
당구동아리,신수동,유흥/오락,126.93692463642164,37.54932720595126
까슈 노래연습장,상수동,유흥/오락,126.92022669212058,37.547829314911844
썸 노래연습장 홍대점,상수동,유흥/오락,126.92122644881266,37.54810891714928
그린 당구장,상수동,유흥/오락,126.92106128046107,37.54825234947105
큐당구장,상수동,유흥/오락,126.92085211186586,37.548260819390215
PLAY,상수동,유흥/오락,126.92085211186586,37.548260819390215
브이알스퀘어,상수동,유흥/오락,126.92070131792379,37.54832886551373
악쓰는하마 코인노래연습장,상수동,유흥/오락,126.92070131792379,37.54832886551373
큐앤구당구장,상수동,유흥/오락,126.92262349826645,37.545731636517935
RED VR,상수동,유흥/오락,126.92249128778653,37.547442709357234
큐당구장,상수동,유흥/오락,126.92484320758697,37.54792773863263
반도,상수동,유흥/오락,126.92277151068527,37.54847514140016
별밤 노래연습장,상수동,유흥/오락,126.92225489344608,37.548578080308275
비바당구클럽,상수동,유흥/오락,126.92225489344608,37.548578080308275
아프리카티비 PC방,상수동,유흥/오락,126.92229274874552,37.54869107909639
락소 노래연습장,상수동,유흥/오락,126.92239337311081,37.54895705658531
MVP,상수동,유흥/오락,126.92239337311081,37.54895705658531
독수리 PC방,상수동,유흥/오락,126.92239337311081,37.54895705658531
제노PC방(홍대2),상수동,유흥/오락,126.92246085593024,37.54913310107153
성일당구장,상수동,유흥/오락,126.92246085593024,37.54913310107153
어썸 코인 노래연습장,상수동,유흥/오락,126.92291867189607,37.54988695777785
홍 노래연습장,상수동,유흥/오락,126.92319257827336,37.550043110347175
특실,상수동,유흥/오락,126.9241896422568,37.55018663624589
사구대학포켓볼과,상수동,유흥/오락,126.92700573503686,37.55053721640276
휘엉청,상수동,유흥/오락,126.92755523813777,37.551005350696464
승리,상수동,유흥/오락,126.92761069350891,37.55115445877988
3POP PC방(상수점),상수동,유흥/오락,126.92202567982963,37.54600198916394
삼일,상수동,유흥/오락,126.92204038973071,37.546293002218775
오너,상수동,유흥/오락,126.92050303383519,37.54729634220881
히치하이커,상수동,유흥/오락,126.92168671303588,37.547507214718564
악쓰는 하마 노래연습장,상수동,유흥/오락,126.92185039852421,37.54770049958514
캔디숍 노래연습장,상수동,유흥/오락,126.92020769990566,37.54770108455019
온 당구장,상수동,유흥/오락,126.9206265599026,37.54776162383294
블랙,상수동,유흥/오락,126.9255400708754,37.5428896876614
주,서교동,유흥/오락,126.91944927879415,37.55069505785645
야 노래연습장,서교동,유흥/오락,126.91997263866779,37.5507729199504
몽,서교동,유흥/오락,126.9201358719495,37.55084165406391
짱PC방,서교동,유흥/오락,126.9201358719495,37.55084165406391
휴,서교동,유흥/오락,126.91966194380815,37.55084352336501
썬 노래연습장,서교동,유흥/오락,126.92027988832999,37.55098347996507
서교 노래연습장,서교동,유흥/오락,126.91764138455227,37.551002806031164
세븐,서교동,유흥/오락,126.91942206659692,37.55102704219818
블랙 노래연습장,서교동,유흥/오락,126.9204344866326,37.551090283055174
체크,서교동,유흥/오락,126.91957197116211,37.55113878314677
수채화,서교동,유흥/오락,126.91957197116211,37.55113878314677
굿타임,서교동,유흥/오락,126.91977933194269,37.55129148783083
골드당구장,서교동,유흥/오락,126.91799105415669,37.55132749705175
몬스터파크PC,서교동,유흥/오락,126.92077851652571,37.55133181025655
멀티플러스 홍대점,서교동,유흥/오락,126.92077851652571,37.55133181025655
VIP당구클럽,서교동,유흥/오락,126.92124996724942,37.551357845769395
악쓰는하마 2호점 노래연습장,서교동,유흥/오락,126.92124996724942,37.551357845769395
안나,서교동,유흥/오락,126.92006515201749,37.5514810168655
주주,서교동,유흥/오락,126.92006515201749,37.5514810168655
둘리클럽,서교동,유흥/오락,126.92020256142204,37.55153606336299
수노래연습장 홍대본점,서교동,유흥/오락,126.92101893200154,37.549478891529006
(주)애듀케슬,서교동,유흥/오락,126.91846135903106,37.54948423040751
탑코인 노래연습장,서교동,유흥/오락,126.9194132964725,37.54949896956706
맨체스터당구장,서교동,유흥/오락,126.91968667809148,37.549582186941876
위즈(WIZ),서교동,유흥/오락,126.9183024771105,37.54962039618434
고음불가3 노래연습장,서교동,유흥/오락,126.92055817564533,37.54964771112045
Intro S 코인노래연습장,서교동,유흥/오락,126.9211881669777,37.54966544318113
코인 노래연습장 수 미니 홍대,서교동,유흥/오락,126.92159037375474,37.54968177866854
클럽노래연습장,서교동,유흥/오락,126.92177079938759,37.54968788641331
파파야,서교동,유흥/오락,126.9178859942284,37.54974775647914
이쁜알바당구장,서교동,유흥/오락,126.92060205535611,37.549834246406114
오렌지블루노래연습장,서교동,유흥/오락,126.92060205535611,37.549834246406114
오렌지핑크 노래연습장,서교동,유흥/오락,126.92060205535611,37.549834246406114
신세계,서교동,유흥/오락,126.91793218290559,37.54987711412805
#VR 2호점,서교동,유흥/오락,126.92131106610695,37.55004426792462
#VR,서교동,유흥/오락,126.92131106610695,37.55004426792462
우리들,서교동,유흥/오락,126.91847123799893,37.550301849584535
바바(BaBa),서교동,유흥/오락,126.91944672098833,37.550385045712126
성원 노래연습장,서교동,유흥/오락,126.9170017861566,37.55048299935144
라이또 PC 홍대점,서교동,유흥/오락,126.91986491158788,37.55049830245228
티제이스페이스(주),서교동,유흥/오락,126.92130579818301,37.55051323880742
후,서교동,유흥/오락,126.91931686549103,37.55059575406896
쿨 노래연습장,서교동,유흥/오락,126.91628400100433,37.55064456760152
뉴월드당구장,서교동,유흥/오락,126.91561462468165,37.55170631895857
공때리네,서교동,유흥/오락,126.91564524502533,37.55201577037613
럭셔리 수 노래연습장,서교동,유흥/오락,126.92021552456177,37.548422646916435
짱오락실,서교동,유흥/오락,126.92034646623699,37.54847268110995
N2 노래연습장 2호점,서교동,유흥/오락,126.92077418520016,37.548601361932
Enter VR 홍대점,서교동,유흥/오락,126.92083855037079,37.54878843358629
Enter VR 2호점,서교동,유흥/오락,126.92083855037079,37.54878843358629
미키당구장,서교동,유흥/오락,126.9213669914609,37.548884555325394
빅코인 노래연습장,서교동,유흥/오락,126.92017579700756,37.548932319700675
쉴,서교동,유흥/오락,126.92017579700756,37.548932319700675
JOY 노래연습장,서교동,유흥/오락,126.92130198716156,37.549181875801175
유니넷PC존 홍대점,서교동,유흥/오락,126.92188040617512,37.54927911112256
아람,서교동,유흥/오락,126.92218900674982,37.54967564145266
K·POP코인노래연습장,서교동,유흥/오락,126.92258520029216,37.54975587530526
강.산.해 노래연습실,서교동,유흥/오락,126.92262921249791,37.54999941351387
강산해 노래연습장,서교동,유흥/오락,126.92262921249791,37.54999941351387
한양,서교동,유흥/오락,126.92230592311445,37.55070472093167
명문당구장,서교동,유흥/오락,126.92218622505729,37.55095755094959
G.M(게임매니아) PC CLUB,서교동,유흥/오락,126.91643731872833,37.555264071162505
아폴로,서교동,유흥/오락,126.91766839674649,37.555551361814416
포세이돈피시방,서교동,유흥/오락,126.91688364315038,37.55556057270579
혁,서교동,유흥/오락,126.91688364315038,37.55556057270579
스카이 PC,서교동,유흥/오락,126.91698789496282,37.55611019377133
프로당구클럽,서교동,유흥/오락,126.9162783564563,37.55707351133665
당구클럽,서교동,유흥/오락,126.9162783564563,37.55707351133665
우리 노래연습장,서교동,유흥/오락,126.916158471503,37.55817478113593
서울 노래연습장,서교동,유흥/오락,126.9103278012396,37.55574551884252
짱가 노래연습장,서교동,유흥/오락,126.91581850882154,37.556650859754996
이차는노래빠,서교동,유흥/오락,126.92394664504513,37.55508012862274
파라다이스,서교동,유흥/오락,126.92729433880403,37.555212110643936
공간 PC방,서교동,유흥/오락,126.92822135377213,37.55540138119633
동경,서교동,유흥/오락,126.92822135377213,37.55540138119633
에버그린 PC방,서교동,유흥/오락,126.92828482508482,37.555563490751325
야누스노래연습장,서교동,유흥/오락,126.92750862422689,37.55567299066424
GanZi PC Cafe,서교동,유흥/오락,126.9272741367654,37.55573713354812
휴먼인터넷프라자,서교동,유흥/오락,126.92696345739085,37.55586405444567
스타노래연습장,서교동,유흥/오락,126.92715163644093,37.55588884625559
미작,서교동,유흥/오락,126.92528008494601,37.5561065618549
팡팡 노래연습장,서교동,유흥/오락,126.92540612648837,37.55631680518221
린나이,서교동,유흥/오락,126.92663559085072,37.556687351446776
보스,서교동,유흥/오락,126.92053015294262,37.55312326415004
나쁜여자(NKIC),서교동,유흥/오락,126.9201697090749,37.55317942370783
텐,서교동,유흥/오락,126.9201697090749,37.55317942370783
헤베,서교동,유흥/오락,126.92064140396401,37.553207038820645
신나는노래시대,서교동,유흥/오락,126.92064140396401,37.553207038820645
쇼킹노래바,서교동,유흥/오락,126.92081048095909,37.55344029570361
옛사랑,서교동,유흥/오락,126.9211307699522,37.553556523727835
바나나,서교동,유흥/오락,126.9211307699522,37.553556523727835
텐 bar,서교동,유흥/오락,126.9204666781931,37.55361351130563
만점,서교동,유흥/오락,126.92130006530276,37.55367530767901
2차는 노래연습장,서교동,유흥/오락,126.91951579389168,37.55377703489199
도레미노래연습장,서교동,유흥/오락,126.92155470819226,37.55383359735977
도레미 노래연습장,서교동,유흥/오락,126.92155470819226,37.55383359735977
청기와 당구 클럽,서교동,유흥/오락,126.91647804291728,37.553874658330095
두바이,서교동,유흥/오락,126.9193406463705,37.55393493673399
한나 노래연습장,서교동,유흥/오락,126.91838034096943,37.554763318192705
노래바CEO,서교동,유흥/오락,126.91729860127839,37.55514618357066
미쏘니,서교동,유흥/오락,126.91786543430514,37.55524835287557
도서출판 다섯수레,서교동,유흥/오락,126.91417150184654,37.552389252756875
슈퍼스타 노래연습장,서교동,유흥/오락,126.91540200284831,37.552411799222696
테마 노래연습장,서교동,유흥/오락,126.9139096860559,37.553133446221366
신교,서교동,유흥/오락,126.91586357025892,37.55529679249535
동팔당구클럽,서교동,유흥/오락,126.91586357025892,37.55529679249535
슈퍼스타 코인 노래연습장,서교동,유흥/오락,126.92253329326397,37.55214208294044
데크당구장,서교동,유흥/오락,126.92230069351127,37.552544887786134
바히아,서교동,유흥/오락,126.92297708311943,37.55306984591698
대박당구장,서교동,유흥/오락,126.92466943783873,37.55324297692046
히든코인싱어 노래연습장,서교동,유흥/오락,126.92466943783873,37.55324297692046
SNS PC,서교동,유흥/오락,126.92265517873186,37.5532817069382
I PC CAFE 홍대역점,서교동,유흥/오락,126.92265517873186,37.5532817069382
VR LIVE,서교동,유흥/오락,126.92265517873186,37.5532817069382
퀸 노래연습장,서교동,유흥/오락,126.92503937377211,37.55337824155257
당구매니아,서교동,유흥/오락,126.92344711139441,37.55340395569359
큐코인 노래연습장,서교동,유흥/오락,126.92386037404177,37.553463642821946
샾 노래연습장,서교동,유흥/오락,126.9244030935747,37.55383900868691
동교노래연습장,서교동,유흥/오락,126.92391182059434,37.553994377059425
i 코인 노래연습장,서교동,유흥/오락,126.92391182059434,37.553994377059425
스토리엠 노래연습장,서교동,유흥/오락,126.9249988873561,37.55401481974974
썸 노래연습장,서교동,유흥/오락,126.92382007351215,37.55406916896577
피카소당구장,서교동,유흥/오락,126.92448064939357,37.554131362065874
비비(B.B.) 홍대점,서교동,유흥/오락,126.92132171226352,37.55163829202435
코비,서교동,유흥/오락,126.92090865787127,37.55179048621886
라이브 노래연습장,서교동,유흥/오락,126.91883776307026,37.55186701594685
밤과음악사이양화점,서교동,유흥/오락,126.92061769612056,37.551875729985596
피닉스,서교동,유흥/오락,126.92061769612056,37.551875729985596
노래마을 노래연습장,서교동,유흥/오락,126.92187412164708,37.55198078103699
VRIZ PC CAFE,서교동,유흥/오락,126.92089568314131,37.55206310211915
뮤즈,서교동,유흥/오락,126.92089568314131,37.55206310211915
파레스,서교동,유흥/오락,126.92089568314131,37.55206310211915
짱노래연습장,서교동,유흥/오락,126.92089568314131,37.55206310211915
공간 Live,서교동,유흥/오락,126.91921830761882,37.55213699877496
헤이 당구장,서교동,유흥/오락,126.92189247318798,37.552211969577165
락휴 코인 노래연습장 홍대점,서교동,유흥/오락,126.92189247318798,37.552211969577165
쓰리팝 PC CAFE,서교동,유흥/오락,126.9211768801986,37.55227353099735
에스비에스(SBS)당구클럽,서교동,유흥/오락,126.91940219902759,37.55230006641036
프로,서교동,유흥/오락,126.91731409527212,37.55237958212442
준 당구장,서교동,유흥/오락,126.91731409527212,37.55237958212442
훌랄라 노래연습장,서교동,유흥/오락,126.92210141921065,37.552400326717155
세븐플로어(홍대점),서교동,유흥/오락,126.9201846710676,37.55250830061948
