사업장명,DONG_CD,MCT_CAT_CD,x,y
홍대스타일푸드,서교동,요식,126.9201358719495,37.55084165406391
강남 돼지상회 무한리필 홍대점,서교동,요식,126.9203523409511,37.55087119778851
구울고,서교동,요식,126.9206481974909,37.550887205808024
홍마떡 본점 홍대 마늘떡볶이,서교동,요식,126.9206481974909,37.550887205808024
홍대마늘떡볶이,서교동,요식,126.9206481974909,37.550887205808024
에스엠에이치푸드(SMH푸드),서교동,요식,126.9206481974909,37.550887205808024
멘야산다이메,서교동,요식,126.9206481974909,37.550887205808024
문리버,서교동,요식,126.91921544890964,37.55092107586705
오야,서교동,요식,126.92027988832999,37.55098347996507
소풍,서교동,요식,126.92027988832999,37.55098347996507
꿀잠 에프투 힐링,서교동,요식,126.92027988832999,37.55098347996507
88팔도식당,서교동,요식,126.92027988832999,37.55098347996507
미스터브릭,서교동,요식,126.91977386233647,37.55098617989978
아비꼬홍대2호점,서교동,요식,126.92077744093723,37.55100727703059
백년백세,서교동,요식,126.91942206659692,37.55102704219818
와인커넥션코리아홍대점(Wine Connection Korea Hong Dae),서교동,요식,126.91996753755055,37.55112987290011
탱크,서교동,요식,126.91957197116211,37.55113878314677
강철판,서교동,요식,126.92087838642146,37.55072443250507
홍대스타일,서교동,요식,126.92087838642146,37.55072443250507
황포25,서교동,요식,126.92087838642146,37.55072443250507
새참광주리,서교동,요식,126.92087838642146,37.55072443250507
좋아해닭발1,서교동,요식,126.92087838642146,37.55072443250507
키친랩홍대점,서교동,요식,126.92148247087053,37.550730156601524
카페이공일,서교동,요식,126.92234391028475,37.55080485046087
마포껍데기,서교동,요식,126.92179418975255,37.55084799817286
슈퍼보드,서교동,요식,126.92149426314042,37.55085030258587
슬로스텝(Slow_Stepin홍대),서교동,요식,126.92216121383642,37.55085198498122
큰맘할매순대국,서교동,요식,126.92124511143967,37.55085935799823
진미식당,서교동,요식,126.92124511143967,37.55085935799823
스시오 블랙컨테이너,서교동,요식,126.92167939727908,37.55088842790157
파스치노팬스테이크,서교동,요식,126.92167939727908,37.55088842790157
도쿄스테이크(홍대점),서교동,요식,126.9215477459571,37.550921880062376
등촌칼국수,서교동,요식,126.92218622505729,37.55095755094959
탕화쿵부마라탕,서교동,요식,126.92218622505729,37.55095755094959
에그드랍 홍대입구점,서교동,요식,126.92218622505729,37.55095755094959
달인아저씨생국수,서교동,요식,126.92289943852735,37.55099602549285
84양은냄비 홍대점,서교동,요식,126.92289943852735,37.55099602549285
김가네김밥,서교동,요식,126.92350406961052,37.55068583850265
가야가야 홍대점,서교동,요식,126.92350406961052,37.55068583850265
지지고홍익대점,서교동,요식,126.92350406961052,37.55068583850265
유포테이블카페 홍대점,서교동,요식,126.92350406961052,37.55068583850265
마이카츠 홍대지점,서교동,요식,126.92350406961052,37.55068583850265
쉬즈베이글(SHE's BAGEL),서교동,요식,126.92350406961052,37.55068583850265
식스티즈,서교동,요식,126.92350406961052,37.55068583850265
홍 양꼬치,서교동,요식,126.92350406961052,37.55068583850265
쏘울무쵸(Soul mucho),서교동,요식,126.92350406961052,37.55068583850265
대만야시장홍대정문점,서교동,요식,126.92350406961052,37.55068583850265
케이크만들기 단하나,서교동,요식,126.92350406961052,37.55068583850265
수노푸드,서교동,요식,126.92340910209202,37.55083395206064
동강해물찜,서교동,요식,126.92340910209202,37.55083395206064
신불떡볶이홍대점,서교동,요식,126.9237237169644,37.550928642106264
카페모노블럭,서교동,요식,126.9237237169644,37.550928642106264
화,서교동,요식,126.9237237169644,37.550928642106264
다디치,서교동,요식,126.9237237169644,37.550928642106264
코너스테이크,서교동,요식,126.92396284290456,37.5509464914251
무국적식당,서교동,요식,126.92289943852735,37.55099602549285
서교동언니네,서교동,요식,126.92289943852735,37.55099602549285
이불덮밥,서교동,요식,126.92289943852735,37.55099602549285
연어로만,서교동,요식,126.92289943852735,37.55099602549285
땡스네이처카페,서교동,요식,126.92289943852735,37.55099602549285
홍대이찌방,서교동,요식,126.92289943852735,37.55099602549285
봉대박스파게티 홍대점,서교동,요식,126.92289943852735,37.55099602549285
칼국수수제비가,서교동,요식,126.9160970417924,37.549864586416696
몽로,서교동,요식,126.91587193057175,37.55031678234008
커피상점이심,서교동,요식,126.91587193057175,37.55031678234008
몽마르뜨언덕,서교동,요식,126.91494779790908,37.55046177581709
이막,서교동,요식,126.91508010217792,37.55062669493842
김뿌라,서교동,요식,126.91575395170528,37.55106804709978
한림돈가서교점,서교동,요식,126.91624410341824,37.55118775811665
루트나인,서교동,요식,126.91556083688296,37.55119622905673
키움초밥,서교동,요식,126.91524859868213,37.55148978635541
닭컴@,서교동,요식,126.91524859868213,37.55148978635541
문샤인,서교동,요식,126.91561462468165,37.55170631895857
박용석스시,서교동,요식,126.91561462468165,37.55170631895857
서교밥집,서교동,요식,126.91561462468165,37.55170631895857
레브이트,서교동,요식,126.91358322230005,37.55175215981392
피자헛 마포서교점,서교동,요식,126.91384111581777,37.5517725476365
조박사복해장국,서교동,요식,126.91384111581777,37.5517725476365
마익스케빈,서교동,요식,126.92167394534542,37.55034351658182
헤이쿡(Hey kook),서교동,요식,126.92167394534542,37.55034351658182
클로리스,서교동,요식,126.92278322054005,37.55035008132479
잇츠커뮤니케이션,서교동,요식,126.92278322054005,37.55035008132479
곰브로스키친&펍,서교동,요식,126.92122736560124,37.55035283721195
하품,서교동,요식,126.92122736560124,37.55035283721195
미스터모짜렐라,서교동,요식,126.92102007576848,37.55041029361954
노루목,서교동,요식,126.92102007576848,37.55041029361954
이빠네마그릴(Ipanema Grill),서교동,요식,126.92269979223707,37.55044280389076
별헤는잔,서교동,요식,126.92158536469289,37.55047582657479
레토빈,서교동,요식,126.92114169746178,37.55067450891551
해마실업,서교동,요식,126.92230592311445,37.55070472093167
교수곱창,서교동,요식,126.92087838642146,37.55072443250507
티스빈,서교동,요식,126.92293616060365,37.55029290119816
단촌,서교동,요식,126.92293616060365,37.55029290119816
이뜰,서교동,요식,126.9232732229556,37.55053073163203
싸리골,서교동,요식,126.91917547329732,37.55017717188775
943킹스크로스,서교동,요식,126.9200185755444,37.550183388464326
이모네,서교동,요식,126.91926933887918,37.55024950358685
마츠에죠우,서교동,요식,126.91977583298512,37.550250623231555
노루목황소곱창,서교동,요식,126.92079534584808,37.55028849634177
홍대닭갈비,서교동,요식,126.92079534584808,37.55028849634177
교수곱창홍대점,서교동,요식,126.92079534584808,37.55028849634177
유가네닭갈비,서교동,요식,126.92079534584808,37.55028849634177
신봉자푸드스테이션,서교동,요식,126.92063929096648,37.550322491997285
도마,서교동,요식,126.92063929096648,37.550322491997285
꽃길포차,서교동,요식,126.9196649063925,37.55034886289414
두리반,서교동,요식,126.91944672098833,37.550385045712126
김덕후의곱창조홍대3호점,서교동,요식,126.91998766328551,37.55039067009744
육몽,서교동,요식,126.91989882807599,37.55041891639251
오징어이야기홍대수산,서교동,요식,126.91954102008292,37.55046737361412
케이엠 푸드(KM FOOD),서교동,요식,126.91986491158788,37.55049830245228
마산달래아구찜,서교동,요식,126.91986491158788,37.55049830245228
스폐셜원(Special One),서교동,요식,126.91895352611532,37.55051474803275
해피데이스파(맛터),서교동,요식,126.91895352611532,37.55051474803275
진달래,서교동,요식,126.91895352611532,37.55051474803275
더지엘,서교동,요식,126.92007855922866,37.55051503462824
라이언위스키,서교동,요식,126.91960878661844,37.55053695986009
유안,서교동,요식,126.91960878661844,37.55053695986009
홍대이찌멘,서교동,요식,126.92024377998914,37.55056688159169
앙코르커피(Encore coffee),서교동,요식,126.91931686549103,37.55059575406896
크루즈,서교동,요식,126.9198173705074,37.55063264092516
아지트,서교동,요식,126.9198173705074,37.55063264092516
보보호텔,서교동,요식,126.91740679163155,37.549521172236474
영빈,서교동,요식,126.9183024771105,37.54962039618434
참치가,서교동,요식,126.91818704455571,37.549718490477034
스테이라운지,서교동,요식,126.91818704455571,37.549718490477034
헤이쥬(HeyJoo),서교동,요식,126.91853874441426,37.54972015514179
블랑 드 블랑,서교동,요식,126.91853874441426,37.54972015514179
시그니처 컨벤션웨딩,서교동,요식,126.91652524634576,37.549780727318634
김앤김대게,서교동,요식,126.91793218290559,37.54987711412805
카페빙빙빙홍대점,서교동,요식,126.91793218290559,37.54987711412805
유앤아이,서교동,요식,126.91821002296703,37.55002017181038
옛날집,서교동,요식,126.91670682634486,37.550061528878445
가람채,서교동,요식,126.91661260651665,37.550082507855414
자성당,서교동,요식,126.91648002494657,37.55010501351586
백년육일집,서교동,요식,126.91742129770945,37.550260008707674
미남대게,서교동,요식,126.91742129770945,37.550260008707674
비슬로우,서교동,요식,126.916688126234,37.55029034685887
카페빙고 합정점,서교동,요식,126.91725614642,37.550349324889545
명동왕돈까스,서교동,요식,126.91725614642,37.550349324889545
시향,서교동,요식,126.9170017861566,37.55048299935144
혜화칼국수,서교동,요식,126.91689009049078,37.550579153462955
합정식당,서교동,요식,126.91714218577212,37.55058750757917
리멤버,서교동,요식,126.91714218577212,37.55058750757917
서교점굽네치킨,서교동,요식,126.91628400100433,37.55064456760152
스몰빅,서교동,요식,126.91628400100433,37.55064456760152
라향각 마라탕 서교점,서교동,요식,126.91628400100433,37.55064456760152
와인로그,서교동,요식,126.92127382950048,37.54993479310723
시민분식쎈타,서교동,요식,126.92217860919042,37.54995658187428
홍대,서교동,요식,126.92086854943646,37.54999730785106
요리남,서교동,요식,126.92086854943646,37.54999730785106
고집,서교동,요식,126.92262921249791,37.54999941351387
준이네 카레,서교동,요식,126.92262921249791,37.54999941351387
또떡깐따삐아,서교동,요식,126.92167056031835,37.55000446256079
티플러(Tippler),서교동,요식,126.92167056031835,37.55000446256079
부산김밥,서교동,요식,126.92167056031835,37.55000446256079
포보,서교동,요식,126.92284566883805,37.550033500603085
바른짬뽕,서교동,요식,126.92284566883805,37.550033500603085
마녀주방 홍대점,서교동,요식,126.92131106610695,37.55004426792462
(주)감성타코홍대점,서교동,요식,126.92192638757288,37.55005173577036
케이제이와이푸드시스템(KJY푸드시스템),서교동,요식,126.92239685889515,37.55011266271816
멕시카나 홍대점,서교동,요식,126.92239685889515,37.55011266271816
홍대브로스버거,서교동,요식,126.92223711155036,37.55011667642375
비터스(Bitters),서교동,요식,126.92223711155036,37.55011667642375
팔오팔(858) 홍대점,서교동,요식,126.92223711155036,37.55011667642375
향미,서교동,요식,126.92254031142535,37.550121758590635
일미식당,서교동,요식,126.92254031142535,37.550121758590635
별잔별관,서교동,요식,126.92177376658842,37.55012320227454
청춘요리단(youth kitchen),서교동,요식,126.92273091484716,37.550126434480866
엘리펀트 치킨,서교동,요식,126.92273091484716,37.550126434480866
뉴욕뉴욕,서교동,요식,126.92156901771314,37.550140344999456
강수곱창,서교동,요식,126.9213214220632,37.55016607905311
플레이 타코(Play Taco),서교동,요식,126.9213214220632,37.55016607905311
경성주막1929홍대점,서교동,요식,126.92060205535611,37.549834246406114
룸블리,서교동,요식,126.92060205535611,37.549834246406114
길리건스(gillgans),서교동,요식,126.92060205535611,37.549834246406114
원나잇,서교동,요식,126.92060205535611,37.549834246406114
조선시대,서교동,요식,126.92060205535611,37.549834246406114
건달포차,서교동,요식,126.92060205535611,37.549834246406114
에잇스톤스,서교동,요식,126.92060205535611,37.549834246406114
가오곱창,서교동,요식,126.9204420701034,37.54995976240199
"지금, 여기",서교동,요식,126.9204420701034,37.54995976240199
숯닭이야기꼬치속으로,서교동,요식,126.9204420701034,37.54995976240199
에프엔와이(F&Y),서교동,요식,126.9204420701034,37.54995976240199
룸넘버3(ROOM NO.3),서교동,요식,126.9204420701034,37.54995976240199
카페 헤이데어(travel cafe [Hey there]),서교동,요식,126.91925613696196,37.54997007848152
치킹맨,서교동,요식,126.91947292269425,37.55001582233744
맥앤치즈,서교동,요식,126.9190137859668,37.55003117223405
쭈대세,서교동,요식,126.92069798611574,37.550038346815604
로드스테이크,서교동,요식,126.92069798611574,37.550038346815604
진화쿵푸마라탕 서교점,서교동,요식,126.92069798611574,37.550038346815604
고기꾼김춘배 홍대본점,서교동,요식,126.92069798611574,37.550038346815604
꼼보포차홍대직영점,서교동,요식,126.92053621667732,37.550074870161126
만만코코로,서교동,요식,126.92053621667732,37.550074870161126
자갈치꼼장어,서교동,요식,126.92053621667732,37.550074870161126
대륜정,서교동,요식,126.92053621667732,37.550074870161126
김덕후의곱창조홍대2호점,서교동,요식,126.92053621667732,37.550074870161126
나고미라멘,서교동,요식,126.91954451460296,37.55010148703767
지코바 홍대서교점,서교동,요식,126.91989367906298,37.55011067439301
심슨탕 홍대본점,서교동,요식,126.92034133241584,37.55012709934086
펀치드렁크펍,서교동,요식,126.92034133241584,37.55012709934086
삼겹시대,서교동,요식,126.92034133241584,37.55012709934086
모구모구,서교동,요식,126.92017870562675,37.550174547191546
무타리,서교동,요식,126.92017870562675,37.550174547191546
오픈암스(open arms),서교동,요식,126.92017870562675,37.550174547191546
모모스테이크홍대점,서교동,요식,126.92258520029216,37.54975587530526
플레이보드홍대점,서교동,요식,126.92258520029216,37.54975587530526
홍대씨부엉,서교동,요식,126.92157821041708,37.54977805760982
카미야,서교동,요식,126.92157821041708,37.54977805760982
치즈밥있슈,서교동,요식,126.92233192544576,37.54978574079551
미스바삭,서교동,요식,126.92233192544576,37.54978574079551
펍캔,서교동,요식,126.9221789979432,37.549821486706485
쏘울오브인디아(Soul of India),서교동,요식,126.9221789979432,37.549821486706485
원당감자탕,서교동,요식,126.9221789979432,37.549821486706485
홍복원(紅福源)중화요리,서교동,요식,126.9212408738281,37.54983538461494
홍대돈까스혼카츠,서교동,요식,126.9212408738281,37.54983538461494
혼가츠,서교동,요식,126.9212408738281,37.54983538461494
접:대저번에우리가만난그때,서교동,요식,126.92188392812062,37.54984751599184
범이네,서교동,요식,126.92162344832938,37.549848504423586
오십그램,서교동,요식,126.92162344832938,37.549848504423586
오렌지,서교동,요식,126.9210590576244,37.54988484673966
인계동껍데기,서교동,요식,126.92142996005806,37.54991206968298
엘리,서교동,요식,126.92164607237015,37.54992568665223
파파초밥,서교동,요식,126.92164607237015,37.54992568665223
다락투(2),서교동,요식,126.92276392749984,37.54992666983479
설레임,서교동,요식,126.92233504453758,37.54993158511931
몽,서교동,요식,126.92233504453758,37.54993158511931
막걸리싸롱,서교동,요식,126.92233504453758,37.54993158511931
꾼노리,서교동,요식,126.92041204465691,37.54943509412522
안녕파스타씨,서교동,요식,126.92041204465691,37.54943509412522
잔다리불고기,서교동,요식,126.9194132964725,37.54949896956706
카레미,서교동,요식,126.9194132964725,37.54949896956706
손오공마라탕,서교동,요식,126.91953808438937,37.54954080976517
세바수찬,서교동,요식,126.91968667809148,37.549582186941876
88식당,서교동,요식,126.91968667809148,37.549582186941876
한옥집 김치찜 배민키친 서교점,서교동,요식,126.91968667809148,37.549582186941876
백순대본가 새맛,서교동,요식,126.91968667809148,37.549582186941876
밥하오,서교동,요식,126.91968667809148,37.549582186941876
이태리상회 서교점,서교동,요식,126.91968667809148,37.549582186941876
119등갈비,서교동,요식,126.91968667809148,37.549582186941876
넷길이콩나물국밥(합정),서교동,요식,126.91968667809148,37.549582186941876
지니전복죽 서교점,서교동,요식,126.91968667809148,37.549582186941876
웨스턴족보,서교동,요식,126.91968667809148,37.549582186941876
위드푸드 마포점,서교동,요식,126.91968667809148,37.549582186941876
1's 카츠곳간,서교동,요식,126.91968667809148,37.549582186941876
강강술래홍대점,서교동,요식,126.91968667809148,37.549582186941876
탄탄면공방,서교동,요식,126.91968667809148,37.549582186941876
어쩌다와인,서교동,요식,126.91930901945757,37.54959633705924
메가커피홍대점,서교동,요식,126.92055817564533,37.54964771112045
32 파르페,서교동,요식,126.92055817564533,37.54964771112045
BBQ 치킨엔비어 홍대 로데오점,서교동,요식,126.92055817564533,37.54964771112045
쏘굿홍대소고기무한리필,서교동,요식,126.9187001090848,37.54966907385449
오케이포차(홍대점),서교동,요식,126.92031207829879,37.54967706107026
콩불 홍대2호점,서교동,요식,126.92031207829879,37.54967706107026
아맛나슈퍼홍대점,서교동,요식,126.92031207829879,37.54967706107026
오케이포차시즌 2,서교동,요식,126.92031207829879,37.54967706107026
투비,서교동,요식,126.92031207829879,37.54967706107026
머쉬룸카페,서교동,요식,126.92031207829879,37.54967706107026
피카소 빅브라더 카페,서교동,요식,126.91864807713824,37.549803945686264
배틀플레이,서교동,요식,126.92132552817232,37.54946089325768
아우라(AURA),서교동,요식,126.92101893200154,37.549478891529006
재미난조각가,서교동,요식,126.92193120711374,37.54966804476612
흑화당,서교동,요식,126.92193120711374,37.54966804476612
설빙 홍대점,서교동,요식,126.92218900674982,37.54967564145266
오키나와루 홍대직영점,서교동,요식,126.92218900674982,37.54967564145266
국시집,서교동,요식,126.92159037375474,37.54968177866854
싸움의고수홍대점,서교동,요식,126.92159037375474,37.54968177866854
홍콩다방,서교동,요식,126.92235192110215,37.549683431062846
플레이그라운드(PLAYGROUND),서교동,요식,126.92235192110215,37.549683431062846
메이드바이오즈(made by o:z),서교동,요식,126.92235192110215,37.549683431062846
네이키드(NAKED),서교동,요식,126.92100898441639,37.54971928007847
성주실업,서교동,요식,126.92100898441639,37.54971928007847
매직큐브카페,서교동,요식,126.9213741572479,37.54973656195151
뉴페이스(NewFace),서교동,요식,126.9213741572479,37.54973656195151
젠,서교동,요식,126.9213741572479,37.54973656195151
마시다마라탕,서교동,요식,126.9213741572479,37.54973656195151
천사곱창,서교동,요식,126.92121217063773,37.54975008689056
전투떡볶이,서교동,요식,126.92121217063773,37.54975008689056
그녀의밥상,서교동,요식,126.92121217063773,37.54975008689056
온유 디저트,서교동,요식,126.92294011878366,37.55009054450211
요리야 황제돈까스,서교동,요식,126.92294011878366,37.55009054450211
후엠아이컨설팅,서교동,요식,126.92294011878366,37.55009054450211
하남돼지집홍대점,서교동,요식,126.92130198716156,37.549181875801175
리엔린,서교동,요식,126.92188040617512,37.54927911112256
공복,서교동,요식,126.92188040617512,37.54927911112256
코키펍홍대직영점,서교동,요식,126.92188040617512,37.54927911112256
느린마을멘토,서교동,요식,126.92104085657705,37.54929600259932
휴 카페,서교동,요식,126.92104085657705,37.54929600259932
꼬꼬아찌숯불치킨홍대직영점,서교동,요식,126.92104085657705,37.54929600259932
파파고릴라,서교동,요식,126.92104085657705,37.54929600259932
히어로 홍대1호점,서교동,요식,126.92104085657705,37.54929600259932
오(5)번가,서교동,요식,126.92089032457211,37.54933150603757
홀,서교동,요식,126.92156819435073,37.549378552595314
몽땅치킨,서교동,요식,126.92189316092609,37.54943846884798
월드오브비어홍대점,서교동,요식,126.92189316092609,37.54943846884798
나이쏘이(NAISOI),서교동,요식,126.92189316092609,37.54943846884798
바푸리차돌떡볶이,서교동,요식,126.92189316092609,37.54943846884798
쥐2(G2),서교동,요식,126.92132552817232,37.54946089325768
룸토리,서교동,요식,126.92132552817232,37.54946089325768
코쿤원,서교동,요식,126.92132552817232,37.54946089325768
(주)포더패밀리,서교동,요식,126.92132552817232,37.54946089325768
오늘와인한잔,서교동,요식,126.92030330859127,37.54915093817365
돈주는남자,서교동,요식,126.92030330859127,37.54915093817365
브루브로스커피(BREWBROSCOFFEE),서교동,요식,126.91944962635486,37.549158094759264
산오징어양푼무침,서교동,요식,126.91944962635486,37.549158094759264
카페루치아,서교동,요식,126.9191681399666,37.54921551574774
홍대 돈부리,서교동,요식,126.92050378602009,37.54922477566493
래핑 포레스트,서교동,요식,126.92050378602009,37.54922477566493
돈주미연탄고추장불고기,서교동,요식,126.92019254634097,37.54928575772002
위풍주당,서교동,요식,126.92019254634097,37.54928575772002
블랙퍼플,서교동,요식,126.91943670623212,37.54930111247613
문숙이미나리식당,서교동,요식,126.92035229767428,37.54930791294533
해피토스,서교동,요식,126.92035229767428,37.54930791294533
또떡,서교동,요식,126.92035229767428,37.54930791294533
톰앤제인,서교동,요식,126.92035229767428,37.54930791294533
돈돈정홍대점,서교동,요식,126.92048512950231,37.54931269903641
홍대반지,서교동,요식,126.92048512950231,37.54931269903641
소고산제일루,서교동,요식,126.92048512950231,37.54931269903641
태양을 담은,서교동,요식,126.91959555679217,37.54932976523107
블랙룸,서교동,요식,126.92004656208546,37.54934773268912
디파이브(D5),서교동,요식,126.92004656208546,37.54934773268912
미카도스시홍대점,서교동,요식,126.92004656208546,37.54934773268912
민트하임,서교동,요식,126.91984592596775,37.54938313483522
코노미,서교동,요식,126.91984592596775,37.54938313483522
로타리치킨홍대상회,서교동,요식,126.92017772930372,37.549413515505705
경만김치찌게 본점,서교동,요식,126.92017772930372,37.549413515505705
이차돌,서교동,요식,126.92041204465691,37.54943509412522
와줘서고마워,서교동,요식,126.91476523890236,37.54944402079032
카페포르티(cafe por ti),서교동,요식,126.91498740644735,37.54944422311012
슈가베리,서교동,요식,126.9154932230498,37.54947735085161
서교동과수원,서교동,요식,126.9148261036089,37.54954221716109
봄,서교동,요식,126.91594446201212,37.54958134335407
합정구락부,서교동,요식,126.91514317086255,37.54964960598252
멘야하나비 합정점,서교동,요식,126.91603980411448,37.549730237752414
우와,서교동,요식,126.9213669914609,37.548884555325394
육쌈냉면,서교동,요식,126.92083557540332,37.548934535318836
칼겹살,서교동,요식,126.92128810348675,37.54900133756437
인얼반,서교동,요식,126.92128810348675,37.54900133756437
할배치즈케이크홍대점,서교동,요식,126.92089102172258,37.549035899076976
마포나루냉면,서교동,요식,126.92089102172258,37.549035899076976
단수이대왕카스테라홍대점,서교동,요식,126.92089102172258,37.549035899076976
염소자리 음주요리,서교동,요식,126.9210469609076,37.549123108133884
썰스데이 파티,서교동,요식,126.92182989848527,37.54914165589128
뉴플로우(New flow),서교동,요식,126.92182989848527,37.54914165589128
뭉클호우,서교동,요식,126.91823990196391,37.54855678074859
북 플러스,서교동,요식,126.91766103663569,37.548651065563774
열정소곱창,서교동,요식,126.91849841519196,37.54870815525027
아일랜드,서교동,요식,126.91849841519196,37.54870815525027
테이크 잇 이지,서교동,요식,126.91849841519196,37.54870815525027
하이츠(HEIGHTS),서교동,요식,126.91753749084984,37.548773703411214
(주)부자이웃,서교동,요식,126.91784266331774,37.54884398433277
프리즘플러스,서교동,요식,126.91671283853329,37.54886030846186
소면소반,서교동,요식,126.9174017964825,37.54888238264283
모두다플레이룸,서교동,요식,126.91700158278455,37.54894309804422
브루클린,서교동,요식,126.91725673893164,37.548985445258495
핑크홀,서교동,요식,126.91766604084756,37.549015289228095
닭선생,서교동,요식,126.91792238404574,37.54907683231135
아우라(AURA),서교동,요식,126.91811662900133,37.54908796639736
호텔더디자이너스홍대(허밍벨라),서교동,요식,126.91678158088563,37.54910563147535
콜마인,서교동,요식,126.91789962163247,37.54924709460315
달리,서교동,요식,126.91756701438814,37.54928462027621
모우모우,서교동,요식,126.91779338959209,37.54932189002598
퍼스트펭귄카페,서교동,요식,126.91770640740059,37.549396254762854
나물먹는곰,서교동,요식,126.9201657679643,37.54862156437553
작가(오뙤르),서교동,요식,126.9203922397724,37.54862214134008
정든집,서교동,요식,126.91992697959797,37.54863156278948
비아워게스트,서교동,요식,126.92012932177803,37.548738501281385
말뚝곱창,서교동,요식,126.92028100712369,37.54873901065407
(주)킨카패밀리코리아1 킨톤라멘홍대점,서교동,요식,126.91957754841994,37.548746666238124
미미네,서교동,요식,126.92041737969826,37.548750726225656
밀크퐁당,서교동,요식,126.91904158935428,37.548813822032834
딱걸렸어 천둥,서교동,요식,126.91883744116413,37.5489007552805
토끼정,서교동,요식,126.91988862428516,37.54891630564424
김덕후 냉면,서교동,요식,126.9203776483945,37.54892274164851
오빠곱창,서교동,요식,126.92002642099197,37.54892709316041
중화가정  홍대점,서교동,요식,126.92017579700756,37.548932319700675
팁시래빗츠,서교동,요식,126.92017579700756,37.548932319700675
더조커,서교동,요식,126.92017579700756,37.548932319700675
낙지볶음 개미집 홍대점,서교동,요식,126.91963979998336,37.54897478891615
멜로우,서교동,요식,126.91914017746402,37.54904078109533
비어홀릭,서교동,요식,126.92050067422446,37.54907381153076
오니,서교동,요식,126.92050067422446,37.54907381153076
엔,서교동,요식,126.91860157302816,37.54907796177144
그남자의볶음밥,서교동,요식,126.92008522985364,37.5490781276783
상즈,서교동,요식,126.92008522985364,37.5490781276783
메이플라워,서교동,요식,126.91986551405519,37.54910526029727
엠엔엠홀,서교동,요식,126.91986551405519,37.54910526029727
하이브,서교동,요식,126.91986551405519,37.54910526029727
서교상회,서교동,요식,126.92041656177118,37.549135485169906
한길식당,서교동,요식,126.91868577814202,37.54914406497871
카페 홍대쌀국수,서교동,요식,126.91882831795945,37.54914471152464
틸리셔스,서교동,요식,126.91930250894764,37.54915042147897
세카이 동,서교동,요식,126.91930250894764,37.54915042147897
마녀찜닭(WICKED JJIMDAK),서교동,요식,126.9209608199892,37.54860008513107
로파이(LO-FI),서교동,요식,126.9209608199892,37.54860008513107
후치오스,서교동,요식,126.9209608199892,37.54860008513107
더 루미,서교동,요식,126.92083855037079,37.54878843358629
라패라면패밀리,서교동,요식,126.92083855037079,37.54878843358629
비라티오 커피 컴퍼니,서교동,요식,126.91946888115913,37.548392973001356
꿀템카페,서교동,요식,126.91883756924034,37.548419018699114
제이디비 스퀘어,서교동,요식,126.91883756924034,37.548419018699114
난봉꾼,서교동,요식,126.91992216665373,37.54851808065165
비포선라이즈,서교동,요식,126.91992216665373,37.54851808065165
얼굴,서교동,요식,126.91865114518497,37.548577499608434
보드팩토리,서교동,요식,126.92077418520016,37.548601361932
이공족발,서교동,요식,126.92077418520016,37.548601361932
해태로홍대점,서교동,요식,126.92077418520016,37.548601361932
진진(津津),서교동,요식,126.91245471853128,37.55498172087025
웍스나인망원점,서교동,요식,126.91200248276856,37.555494717928
라비데마히,서교동,요식,126.91170534648377,37.55549665085571
진진(津津),서교동,요식,126.91240876519345,37.55560353168206
열정에기름붓기[거실],서교동,요식,126.91210873172786,37.5528400443291
반테이블,서교동,요식,126.911810308797,37.55566680104668
모자란 술상,서교동,요식,126.911810308797,37.55566680104668
문희,서교동,요식,126.91227479488502,37.5557558282051
민들레,서교동,요식,126.91227479488502,37.5557558282051
주식회사 삼겹펀치,서교동,요식,126.91093372531027,37.55586961708221
킹스타피자성서초교점,서교동,요식,126.91093372531027,37.55586961708221
탐구하는 생활,서교동,요식,126.91227000756935,37.555911942961515
서교전집,서교동,요식,126.91214976304143,37.5559373329901
플랫폼,서교동,요식,126.9102080379975,37.55601140682886
싸이공레시피,서교동,요식,126.91076380266863,37.55609727901366
어우동,서교동,요식,126.91076380266863,37.55609727901366
까르보네,서교동,요식,126.91056658181917,37.55609905557228
크로바,서교동,요식,126.91113995377908,37.55618893265604
아와,서교동,요식,126.91056804194938,37.556514515918856
앨리스앤모노,서교동,요식,126.9095818118011,37.55727527034041
대운 재영이네 피자,동교동,요식,126.93244937242525,37.5554525629734
민주네김밥,동교동,요식,126.93244937242525,37.5554525629734
아워즈(OURS),동교동,요식,126.93221558032515,37.55556278131183
더블루스,동교동,요식,126.93221558032515,37.55556278131183
핏트커피,동교동,요식,126.92044118149391,37.556192194268924
주막,동교동,요식,126.92059035275156,37.556336130236645
쟈니식당,동교동,요식,126.92346375069138,37.555403542712234
동보성,동교동,요식,126.92337187086197,37.55546997838635
도깨비포차,동교동,요식,126.92329385961595,37.55552893003138
정닭,동교동,요식,126.92329385961595,37.55552893003138
돌식당,동교동,요식,126.92312446697647,37.555617529416786
럭키스트라이크,동교동,요식,126.92312446697647,37.555617529416786
꼬지사케,동교동,요식,126.92318256461434,37.5556683061429
연남1,동교동,요식,126.92294260731315,37.55569265667727
브라보라이프,동교동,요식,126.92216805483768,37.5546890743349
바시움 Basium,동교동,요식,126.9225011715976,37.5547024735074
스시엔준,동교동,요식,126.92223267397185,37.55483655150348
생활맥주,동교동,요식,126.92223267397185,37.55483655150348
김밥먹는날,동교동,요식,126.92223267397185,37.55483655150348
